siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
CH-Dav,2007-09-25,3.877,31.295,311.051,0.558,83.51,1.8,2.431,3.877,31.295,311.051,0.558,328.902,68.1012360625,3.04051,0.535766522727
CH-Dav,2007-09-26,0.272,64.693,314.425,0.15,82.906,9.1,2.227,0.272,64.693,314.425,0.15,321.203,102.957333958,3.82923,0.685494166667
CH-Dav,2007-09-27,0.939,107.613,305.904,0.345,82.32,0.5,1.519,0.939,107.613,305.904,0.345,346.439,195.644525771,4.78062,0.308209076923
CH-Dav,2007-09-28,1.99,104.624,305.54,0.582,82.65,1.9,1.184,1.99,104.624,305.54,0.582,339.434,175.323685313,4.38373,0.297273442222
CH-Dav,2007-09-29,4.637,158.693,257.44,2.865,83.608,0,2.468,4.637,158.693,257.44,2.865,373.16,264.046904217,5.12949,0.4163736
CH-Dav,2007-09-30,6.724,119.916,287.362,3.085,84.267,0.2,1.241,6.724,119.916,287.362,3.085,369.211,237.074305521,3.71703,0.225366690323
CH-Dav,2007-10-01,9.827,172.36,261.441,4.851,84.396,0,1.717,9.827,172.36,261.441,4.851,371.992,347.558290104,3.8662,0.306511076923
CH-Dav,2007-10-02,10.987,173.871,281.845,5.186,84.163,0.2,1.907,10.987,173.871,281.845,5.186,371.418,353.576361812,2.20716,0.329483392105
CH-Dav,2007-10-03,12.617,173.081,285.359,7.02,84.143,0,1.386,12.617,173.081,285.359,7.02,375.604,352.942026979,1.91526,0.243557921053
CH-Dav,2007-10-04,9.497,43.198,343.123,1.006,84.271,12.5,1.649,9.497,43.198,343.123,1.006,336.27,84.5202653958,1.42422,0.24416157907
CH-Dav,2007-10-05,11.293,165.509,295.534,2.826,84.117,0,1.601,11.293,165.509,295.534,2.826,369.787,326.716102167,3.07326,0.289523828947
CH-Dav,2007-10-06,9.076,143.378,329.918,0.556,83.731,0.1,2.102,9.076,143.378,329.918,0.556,375.373,275.626129923,3.80655,0.431315176923
CH-Dav,2007-10-07,6.744,181.557,241.918,3.32,83.834,0,1.716,6.744,181.557,241.918,3.32,364.948,349.361201479,2.98908,0.300444747368
CH-Dav,2007-10-08,6.222,180.342,240.206,3.537,83.998,0,2.063,6.222,180.342,240.206,3.537,361.034,345.503204271,2.37533,0.410114926471
CH-Dav,2007-10-09,5.593,152.84,270.226,2.314,84.087,0,1.861,5.593,152.84,270.226,2.314,362.982,301.937951417,2.81444,0.399277115789
CH-Dav,2007-10-10,5.084,93.218,294.948,1.427,83.862,0,1.932,5.084,93.218,294.948,1.427,361.992,181.1404715,2.83962,0.406467621622
CH-Dav,2007-10-11,4.631,168.839,233.67,2.234,84.043,0,1.747,4.631,168.839,233.67,2.234,358.995,320.722220917,2.71983,0.309846131429
CH-Dav,2007-10-12,5.449,136.312,250.842,3.105,84.013,0,1.669,5.449,136.312,250.842,3.105,358.845,269.105533479,2.80198,0.359208130556
CH-Dav,2007-10-13,4.21,165.096,225.148,2.856,84.037,0,1.859,4.21,165.096,225.148,2.856,359.592,320.946235292,2.09584,0.351276335135
CH-Dav,2007-10-14,6.926,163.43,229.06,5.918,84.083,0,1.962,6.926,163.43,229.06,5.918,359.341,317.773402771,0.992301,0.31102559697
CH-Dav,2007-10-15,8.369,161.253,235.09,6.382,84.071,0,1.917,8.369,161.253,235.09,6.382,359.343,314.505841083,0.18332,0.29229065
CH-Dav,2007-10-16,7.776,160.991,227.152,6.118,84.133,0,1.646,7.776,160.991,227.152,6.118,360.283,310.169590958,0.958645,0.263359247368
CH-Dav,2007-10-17,6.385,143.142,232.487,4.809,84.024,0,1.465,6.385,143.142,232.487,4.809,359.851,278.35916041,1.62853,0.313467275676
CH-Dav,2007-10-18,1.928,60.575,298.43,1.343,84.06,1.1,2.936,1.928,60.575,298.43,1.343,364.5,118.939911125,2.16066,0.534371736364
CH-Dav,2007-10-19,-1.859,65.438,268.83,1.339,84.196,0.2,2.857,-1.859,65.438,268.83,1.339,370.136,131.979216104,2.03329,0.512017613636
CH-Dav,2007-10-20,-4.341,118.636,255.24,1.209,84.069,0.2,2.818,-4.341,118.636,255.24,1.209,373.349,229.908972187,0.659405,0.547005227273
CH-Dav,2007-10-21,-5.498,104.721,236.046,0.829,83.793,0,2.065,-5.498,104.721,236.046,0.829,374.509,195.078143383,-0.251284,0.418962873333
CH-Dav,2007-10-22,-5.337,152.811,223.558,0.632,83.403,0.1,2.368,-5.337,152.811,223.558,0.632,377.455,239.795868767,-0.554359,0.422087636364
CH-Dav,2007-10-23,-3.622,96.185,247.492,0.64,83.193,0,2.119,-3.622,96.185,247.492,0.64,379.173,194.951694417,0.0670962,0.348533344118
CH-Dav,2007-10-24,-0.973,98.474,261.15,0.8,83.18,0.1,1.422,-0.973,98.474,261.15,0.8,384.644,182.34775825,0.615011,0.27861068
CH-Dav,2007-10-25,2.213,132.537,217.688,2.962,83.462,0,1.076,2.213,132.537,217.688,2.962,380.822,257.934574979,1.40114,0.246070437143
CH-Dav,2007-10-26,4.256,74.979,259.048,3.045,83.579,0,1.091,4.256,74.979,259.048,3.045,377.306,156.592130604,1.41145,0.272839351724
CH-Dav,2007-10-27,4.435,109.527,253.752,2.238,84.23,0,1.424,4.435,109.527,253.752,2.238,378.664,218.683403542,1.8383,0.308884714706
CH-Dav,2007-10-28,4.015,97.238,249.799,3.387,84.001,0,1.653,4.015,97.238,249.799,3.387,378.206,195.328131833,2.10289,0.305546665714
CH-Dav,2007-10-29,5.224,113.035,234.918,5.046,83.475,0,1.554,5.224,113.035,234.918,5.046,375.4,224.0653805,1.83516,0.2900182
CH-Dav,2007-10-30,1.586,18.45,303.527,1.018,83.299,0.3,1.937,1.586,18.45,303.527,1.018,354.608,39.3879083271,-0.7761,0.466805684615
CH-Dav,2007-10-31,0.279,61.621,287.437,0.577,84.006,0,2.079,0.279,61.621,287.437,0.577,378.55,113.915818125,0.981593,0.351273657895
CH-Dav,2007-11-01,0.833,124.897,213.475,2.041,84.365,0,1.312,0.833,124.897,213.475,2.041,380.334,239.759527792,0.0925217,0.335410548571
CH-Dav,2007-11-02,4.393,120.39,229.972,3.783,84.53,0,1.414,4.393,120.39,229.972,3.783,374.321,236.167896417,1.06338,0.253667156757
CH-Dav,2007-11-03,4.994,120.911,231.278,3.268,84.25,0,1.534,4.994,120.911,231.278,3.268,373.47,234.127318729,1.48998,0.254055802564
CH-Dav,2007-11-04,2.376,101.923,268.193,0.998,83.965,0,1.407,2.376,101.923,268.193,0.998,375.406,195.557915771,0.570407,0.290659091176
CH-Dav,2007-11-05,1.517,120.17,199.26,3.746,84.021,0,1.897,1.517,120.17,199.26,3.746,377.165,222.914831833,0.610748,0.30237874359
CH-Dav,2007-11-06,-1.144,45.813,271.051,1.613,84.019,1.5,2.509,-1.144,45.813,271.051,1.613,359.234,88.8185367234,1.06661,0.512640210526
CH-Dav,2007-11-07,-2.373,36.883,288.857,0.534,84.09,5,1.098,-2.373,36.883,288.857,0.534,331.829,65.6660284375,1.78482,0.256315933333
CH-Dav,2007-11-08,-0.483,60.815,278.624,0.557,83.643,0.3,1.413,-0.483,60.815,278.624,0.557,325.791,96.2186534583,NA,0.37359997027
CH-Dav,2007-11-09,-4.215,23.371,288.021,0.526,83.034,3.1,4.954,-4.215,23.371,288.021,0.526,375.487,50.805818125,0.4296,0.764408931818
CH-Dav,2007-11-10,-4.542,9.691,290.928,0.433,83.318,29.2,4.119,-4.542,9.691,290.928,0.433,363.402,9.26779035417,0.423061,0.656345083333
CH-Dav,2007-11-11,-0.426,46.124,307.385,0.76,83.033,16,2.794,-0.426,46.124,307.385,0.76,345.361,66.7756735208,NA,0.47034335625
CH-Dav,2007-11-12,-4.528,55.196,269.092,0.762,83.193,3.4,3.588,-4.528,55.196,269.092,0.762,369.117,113.514785506,0.373383,0.56801526087
CH-Dav,2007-11-13,-6.988,93.171,245.515,0.65,83.051,0.4,1.414,-6.988,93.171,245.515,0.65,391.278,150.160993833,0.729156,0.2366840075
CH-Dav,2007-11-14,-5.445,36.213,276.453,0.56,82.081,4.7,2.118,-5.445,36.213,276.453,0.56,363.789,73.2373744167,0.358745,0.394381462222
CH-Dav,2007-11-15,-8.962,82.192,227.251,0.479,82.788,0,1.565,-8.962,82.192,227.251,0.479,389.528,155.411334062,0.173592,0.383528666667
CH-Dav,2007-11-16,-12.341,103.622,160.856,0.468,83.415,0,1.321,-12.341,103.622,160.856,0.468,390.324,180.546432625,0.416847,0.2693616
CH-Dav,2007-11-17,-10.469,105.031,171.625,0.45,83.404,0,1.021,-10.469,105.031,171.625,0.45,388.08,188.776880562,0.354733,0.229032781395
CH-Dav,2007-11-18,-7.089,96.659,182.371,0.943,82.741,0,1.329,-7.089,96.659,182.371,0.943,382.583,179.847839,0.714556,0.212577870588
CH-Dav,2007-11-19,-1.94,67.513,215.7,1.96,82.989,0,2.737,-1.94,67.513,215.7,1.96,380.88,138.626890208,1.17028,0.269731433333
CH-Dav,2007-11-20,0.887,71.352,233.931,2.24,83.34,0,2.761,0.887,71.352,233.931,2.24,379.764,148.221068062,1.42503,0.363753647059
CH-Dav,2007-11-21,4.294,28.285,298.598,2.351,83.338,0,2.501,4.294,28.285,298.598,2.351,378.315,68.5188117083,0.307608,0.397445081081
CH-Dav,2007-11-22,4.11,50.353,279.903,2.002,83.044,0,1.241,4.11,50.353,279.903,2.002,384.583,110.493778417,0.0416449,0.296224071795
CH-Dav,2007-11-23,3.506,35.546,311.676,1.037,83.005,1.5,2.114,3.506,35.546,311.676,1.037,361.241,78.0190770833,0.0368069,0.394790276923
CH-Dav,2007-11-24,0.135,30.786,311.41,0.077,83.494,1.9,1.22,0.135,30.786,311.41,0.077,372.296,38.0444118542,0.486644,0.328639405405
CH-Dav,2007-11-25,-0.696,41.752,298.646,0.268,83.619,0.3,2.249,-0.696,41.752,298.646,0.268,329.312,77.9319145208,0.808135,0.433080822222
CH-Dav,2007-11-26,-3.946,51.832,272.019,0.907,83.778,0,3.652,-3.946,51.832,272.019,0.907,381.295,103.590916625,1.30449,0.570120297872
CH-Dav,2007-11-27,-6.513,88.256,186.063,0.893,83.958,0,0.939,-6.513,88.256,186.063,0.893,383.4,159.204137458,NA,0.199666741026
CH-Dav,2007-11-28,-1.171,85.621,204.027,2.394,83.505,0,1.29,-1.171,85.621,204.027,2.394,380.308,163.161741604,0.352734,0.175205737143
CH-Dav,2007-11-29,-0.669,78.617,205.637,2.382,83.017,0,1.294,-0.669,78.617,205.637,2.382,380.473,151.444681187,0.845442,0.200609884615
CH-Dav,2007-11-30,-0.592,57.083,281.775,1.313,83.119,0,1.377,-0.592,57.083,281.775,1.313,381.384,107.336475809,0.880689,0.274844525714
CH-Dav,2007-12-01,1.718,71.169,258.906,2.184,83.151,0,1.948,1.718,71.169,258.906,2.184,381.97,143.484695063,0.450676,0.346959958621
CH-Dav,2007-12-02,1.467,62.64,260.735,2.65,83.093,0,2.575,1.467,62.64,260.735,2.65,382.988,90.2310969333,0.541344,0.419833454545
CH-Dav,2007-12-03,-2.027,25.783,275.364,0.805,82.208,7.7,2.965,-2.027,25.783,275.364,0.805,352.93,46.7355195,0.711706,0.559862334783
CH-Dav,2007-12-04,-4.272,26.27,279.555,0.747,83.209,5.6,3.11,-4.272,26.27,279.555,0.747,385.869,58.7657852292,0.711161,0.49407743125
CH-Dav,2007-12-05,-1.029,70.138,249.111,0.69,83.946,0.1,1.135,-1.029,70.138,249.111,0.69,325.044,98.6802624375,1.34602,0.186900886842
CH-Dav,2007-12-06,0.777,65.964,273.724,1.252,83.81,0.3,1.567,0.777,65.964,273.724,1.252,375.873,124.46329725,0.900876,0.263742091892
CH-Dav,2007-12-07,1.383,37.22,311.767,0.347,82.793,5,1.87,1.383,37.22,311.767,0.347,354.275,64.1466366667,-0.300133,0.362863035417
CH-Dav,2007-12-08,-3.421,32.071,268.44,0.919,82.696,0.2,3.115,-3.421,32.071,268.44,0.919,376.606,66.8791118542,0.194581,0.455452930233
CH-Dav,2007-12-09,-2.705,37.623,251.169,1.251,81.944,0,2.473,-2.705,37.623,251.169,1.251,384.021,81.9733118333,-0.891824,0.363630352941
CH-Dav,2007-12-10,-3.777,54.401,266.097,0.829,82.108,1.3,1.262,-3.777,54.401,266.097,0.829,377.868,108.239861167,-0.14634,0.235424168571
CH-Dav,2007-12-11,-3.91,35.663,287.935,0.5,83.183,4.2,2.262,-3.91,35.663,287.935,0.5,395.89,77.0147916042,0.614014,0.414706342105
CH-Dav,2007-12-12,-4.649,33.838,281.699,0.273,84.086,0.2,1.557,-4.649,33.838,281.699,0.273,382.683,28.5836117979,1.24215,0.417431104167
CH-Dav,2007-12-13,-6.868,74.913,206.737,0.507,84.49,0.1,1.219,-6.868,74.913,206.737,0.507,364.556,119.181307043,3.3151,0.267125297619
CH-Dav,2007-12-14,-9.534,60.554,176.077,0.395,84.194,0,0.868,-9.534,60.554,176.077,0.395,386.516,111.463810521,3.9398,0.200808502703
CH-Dav,2007-12-15,-11.903,77.24,158.535,0.556,83.843,0,1.075,-11.903,77.24,158.535,0.556,389.338,125.116558479,2.59305,0.243401235294
CH-Dav,2007-12-16,-10.05,76.291,165.205,0.899,83.874,0,0.759,-10.05,76.291,165.205,0.899,388.549,137.350958187,3.53357,0.174229897222
CH-Dav,2007-12-17,-7.774,75.258,167.968,1.236,83.846,0,1.291,-7.774,75.258,167.968,1.236,386.298,134.883700687,3.52086,0.243851065789
CH-Dav,2007-12-18,-5.774,78.313,164.777,2.326,84.123,0,1.644,-5.774,78.313,164.777,2.326,385.428,139.048304937,1.96755,0.229052333333
CH-Dav,2007-12-19,-3.718,74.917,176.665,2.677,84.722,0,1.903,-3.718,74.917,176.665,2.677,382.243,137.396595917,0.729135,0.23589027027
CH-Dav,2007-12-21,0.052,73.506,196.65,3.287,84.365,0,1.547,0.052,73.506,196.65,3.287,381.796,136.915777729,-0.0073027,0.210047935484
CH-Dav,2007-12-22,-0.937,70.265,203.817,3.373,84.204,0,1.747,-0.937,70.265,203.817,3.373,383.011,133.472724313,0.201155,0.247281352632
CH-Dav,2007-12-23,-1.51,60.324,215.953,2.491,84.132,0,1.016,-1.51,60.324,215.953,2.491,385.161,119.297630563,-0.124713,0.155746148649
CH-Dav,2007-12-24,-2.66,69.881,188.096,2.042,84.049,0,1.04,-2.66,69.881,188.096,2.042,385.492,130.353230562,-0.218593,0.1812075875
CH-Dav,2007-12-25,-3.092,75.187,176.476,3.354,83.827,0,1.245,-3.092,75.187,176.476,3.354,383.014,138.48640270800001,-0.320223,0.208862404545
CH-Dav,2007-12-26,-2.084,54.27,217.32,3.493,84.019,0,1.255,-2.084,54.27,217.32,3.493,383.832,110.521387437,-0.16456200000000001,0.20896063871
CH-Dav,2007-12-27,-4.457,73.968,183.406,2.064,84.556,0,1.246,-4.457,73.968,183.406,2.064,383.85,135.482598688,0.288853,0.206360529412
CH-Dav,2007-12-28,-2.156,75.639,179.814,3.491,84.493,0,2.125,-2.156,75.639,179.814,3.491,383.25,138.369436125,-0.638701,0.284984571429
CH-Dav,2007-12-29,-2.367,77.834,178.319,3.805,84.017,0,1.852,-2.367,77.834,178.319,3.805,383.209,138.678623583,-0.511018,0.267252
CH-Dav,2007-12-30,-3.808,36.896,273.509,1.138,83.774,0.4,1.58,-3.808,36.896,273.509,1.138,379.199,44.0735506042,-0.0139581,0.309028926829
CH-Dav,2007-12-31,-6.188,36.672,258.269,0.434,83.961,0.1,1.018,-6.188,36.672,258.269,0.434,394.212,57.0800473125,-0.39682,0.232062341935
CH-Dav,2008-01-01,-8.749,63.563,212.248,1.237,83.438,0,1.189,-8.749,63.563,212.248,1.237,385.265,154.614041211,0.404664,0.1525991
CH-Dav,2008-01-02,-8.437,72.082,215.326,1.742,82.954,0,2.166,-8.437,72.082,215.326,1.742,385.498,135.428729146,0.392203,0.317273
CH-Dav,2008-01-03,-4.359,48.157,222.398,1.821,82.635,0,3.217,-4.359,48.157,221.316,1.821,388.4,100.902036104,0.254563,0.412253571429
CH-Dav,2008-01-04,-0.833,45.619,206.758,2.061,83.143,0,2.628,-0.833,45.619,206.758,2.061,386.392,96.377566625,-0.0355326,0.40147375
CH-Dav,2008-01-05,0.585,43.496,244.545,2.362,83.179,0,2.924,0.585,43.496,216.952,2.362,386.146,95.0856250348,0.975362,0.442425407407
CH-Dav,2008-01-06,-1.076,24.479,271.386,0.558,83.093,8.6,2.298,-1.076,24.479,224.569,0.558,363.051,14.9934569792,0.112481,0.390938702128
CH-Dav,2008-01-07,-0.867,32.745,255.813,0.712,83.609,2.6,2.12,-0.867,32.745,210.789,0.712,395.733,46.6247034583,0.345309,0.369663268293
CH-Dav,2008-01-08,-4.619,85.316,205.316,1.871,83.927,0,2.229,-4.619,85.316,210.437,1.871,384.15,155.264525667,0.489663,0.316788342857
CH-Dav,2008-01-09,-2.161,51.907,246.695,2.382,83.663,0,1.411,-2.161,51.907,209.582,2.382,386.616,108.334346521,0.793873,0.218479374074
CH-Dav,2008-01-10,-1.085,84.101,217.994,2.506,83.703,0,1.241,-1.085,84.101,204.781,2.506,383.879,157.217166792,0.354339,0.177192403125
CH-Dav,2008-01-11,1.824,54.054,235.661,3.06,83.126,0,3.114,1.824,54.054,209.463,3.06,384.653,114.467827125,-0.0770804,0.617330864865
CH-Dav,2008-01-12,-0.883,17.474,284.376,1.233,82.691,6.7,3.015,-0.883,17.474,245.39,1.233,368.799,34.2031409792,-0.399056,0.581378478261
CH-Dav,2008-01-13,-4.129,55.361,261.64,0.468,83.245,0,1.829,-4.129,50.635,259.956,0.468,339.318,87.108783875,NA,0.322145227273
CH-Dav,2008-01-14,-2.236,58.866,260.745,1.203,83.195,0,2.588,-2.236,58.866,223.069,1.203,385.3,108.642076437,1.26559,0.31633086
CH-Dav,2008-01-15,-1.281,71.994,250.625,1.65,83.007,0,3.197,-1.281,71.994,209.751,1.65,386.325,139.196623542,1.21965,0.456101333333
CH-Dav,2008-01-16,-0.147,45.421,282.27,1.751,82.25,0.6,2.46,-0.147,45.421,206.137,1.751,373.969,98.7120680625,-0.223415,0.481457231111
CH-Dav,2008-01-17,-2.301,72.984,245.808,1.129,83.02,0.3,1.42,-2.301,72.984,211.169,1.129,385.264,102.687791542,1.12653,0.2400799
CH-Dav,2008-01-18,-0.99,76.474,256.515,1.338,83.835,1.3,1.325,-0.99,76.474,210.751,1.338,332.744,126.164945208,0.795966,0.251508309756
CH-Dav,2008-01-19,0.806,77.884,234.713,0.851,84.51,0,0.857,0.806,77.884,219.011,0.851,373.942,145.109902021,0.0301445,0.228911546667
CH-Dav,2008-01-20,2.023,89.579,215.358,4.505,84.479,0,1.573,2.023,89.579,221.454,4.505,382.476,166.127124958,0.181922,0.216314116216
CH-Dav,2008-01-21,3.729,92.509,224.688,5.81,83.868,0,1.215,3.729,92.509,203.42,5.81,383.123,177.259777208,-0.360619,0.2318752
CH-Dav,2008-01-22,-2.103,21.007,253.088,1.465,83.358,5.4,3.88,-2.103,21.007,209.468,1.465,379.004,47.9203407917,0.0329739,0.686038111111
CH-Dav,2008-01-23,-6.586,99.724,198.727,1.84,84.45,0,0.885,-6.586,99.724,208.475,1.84,387.868,186.281848687,NA,0.245929452
CH-Dav,2008-01-24,1.207,97.034,218.215,2.669,84.505,0,1.21,1.207,97.034,202.763,2.669,383.722,189.451243062,0.512663,0.20007971875
CH-Dav,2008-01-25,-1.131,101.535,237.818,2.029,85.017,0,1.775,-1.131,101.535,210.428,2.029,388.696,189.836631375,0.234721,0.333179676471
CH-Dav,2008-01-26,-0.139,85.083,197.249,4.793,85.132,0,1.394,-0.139,85.083,227.989,4.793,385.329,163.32595,0.309564,0.222104651724
CH-Dav,2008-01-27,3.342,85.011,220.94,6.367,84.859,0,1.891,3.342,85.011,219.717,6.367,384.704,185.091652744,0.287557,0.4623670625
CH-Dav,2008-01-28,3.561,92.797,218.812,4.313,84.742,0,1.258,3.561,92.797,209.938,4.313,385.483,182.596945202,0.110873,0.244863361111
CH-Dav,2008-01-29,4.361,105.122,216.801,5.774,84.27,0,1.665,4.361,105.122,212.26,5.774,383.478,206.051447146,0.66978,0.18874815641
CH-Dav,2008-01-30,0.049,62.206,253.619,2.06,83.762,0.3,1.851,0.049,62.206,200.775,2.06,380.951,134.746722354,0.330811,0.356850920455
CH-Dav,2008-01-31,-2.948,104.239,246.319,1.098,83.575,0,2.337,-2.948,104.239,210.917,1.098,360.682,183.001320083,1.04441,0.5039224
CH-Dav,2008-02-01,-0.11,85.666,257.613,2.845,82.817,0,3.467,-0.11,85.666,204.297,2.845,387.438,170.93133475,0.842291,0.508710916667
CH-Dav,2008-02-02,-4.101,68.28,251.513,1.218,82.974,0.4,2.862,-4.101,68.28,237.16,1.218,386.158,140.427610979,0.725366,0.469140878261
CH-Dav,2008-02-03,-3.58,118.23,230.625,2.56,83.372,0,2.778,-3.58,118.23,219.746,2.56,386.138,222.513174375,0.661826,0.778783410256
CH-Dav,2008-02-04,0.036,72.494,265.5,2.55,82.784,2.5,3.03,0.036,72.494,204.205,2.55,379.25,158.910416729,0.143047,0.698812659091
CH-Dav,2008-02-05,-2.689,114.228,252.306,1.368,83.669,0.2,1.873,-2.689,114.228,214.82,1.368,388.458,190.895638062,0.430864,0.270530525
CH-Dav,2008-02-06,-0.396,57.08,262.386,1.428,84.077,2.8,3.375,-0.396,57.08,203.749,1.428,366.847,119.921103437,0.272083,0.523889533333
CH-Dav,2008-02-07,-4.415,116.459,227.67,1.192,84.784,1.2,1.593,-4.415,116.459,227.627,1.192,385.171,196.025215167,0.23179,0.329383733333
CH-Dav,2008-02-08,-3.639,129.123,197.089,3.151,84.79,0,1.605,-3.639,129.123,232.779,3.151,385.183,244.597373521,0.389457,0.22560119375
CH-Dav,2008-02-09,-0.174,129.754,202.888,3.996,84.56,0,1.265,-0.174,129.754,238.353,3.996,385.573,248.831020215,-0.822643,0.182585547222
CH-Dav,2008-02-10,-0.572,132.414,199.779,3.909,84.437,0,1.373,-0.572,132.414,251.685,3.909,387.009,251.103625688,-0.403961,0.202339159459
CH-Dav,2008-02-11,-1.41,137.916,192.742,3.915,84.4,0,1.259,-1.41,137.916,235.022,3.915,386.294,256.670813271,0.432365,0.262106536111
CH-Dav,2008-02-12,-1.488,139.9,193.528,3.917,84.392,0,1.464,-1.488,139.9,212.476,3.917,384.586,263.208008333,0.776089,0.195637755556
CH-Dav,2008-02-13,-1.594,141.601,195.944,3.95,84.58,0,1.899,-1.594,141.601,220.493,3.95,384.646,267.479368708,0.53145,0.3078367
CH-Dav,2008-02-14,-1.874,144.31,199.627,4.005,84.488,0,1.431,-1.874,144.31,223.251,4.005,386.216,272.102605562,1.08279,0.227676651351
CH-Dav,2008-02-15,-3.474,144.804,210.914,2.646,84.225,0,1.332,-3.474,144.804,227.968,2.646,391.686,276.097951333,0.656573,0.250814445714
CH-Dav,2008-02-16,-5.651,150.108,196.876,2.584,84.631,0,1.561,-5.651,150.108,248.237,2.584,388.987,282.346602681,1.1214,0.246844372222
CH-Dav,2008-02-17,-2.778,151.668,190.713,3.734,84.873,0,1.635,-2.778,151.668,252.301,3.734,385.882,288.082575708,0.833234,0.224081023529
CH-Dav,2008-02-18,-2.296,154.905,192.641,3.874,84.49,0,1.663,-2.296,154.905,229.313,3.874,384.626,294.209421458,0.737358,0.244541576923
CH-Dav,2008-02-19,0.339,154.153,200.053,4.275,83.949,0,1.575,0.339,154.153,216.973,4.275,384.957,297.843118042,0.789478,0.195430864103
CH-Dav,2008-02-20,0.361,143.835,226.903,4.421,83.809,0,1.804,0.361,143.835,218.922,4.421,385.801,280.758317438,1.25498,0.270004994737
CH-Dav,2008-02-21,0.751,98.015,263.698,1.683,84.163,0.2,1.602,0.751,98.015,198.989,1.683,384.91,200.104881271,1.07219,0.285759842105
CH-Dav,2008-02-22,1.529,116.438,259.707,2.64,84.446,0,1.244,1.529,116.438,206.425,2.64,387.399,241.872853625,1.17057,0.233402864865
CH-Dav,2008-02-23,3.088,147.716,246.507,2.617,84.544,0,1.58,3.088,147.716,223.375,2.617,386.515,292.825160375,1.74617,0.232449913514
CH-Dav,2008-02-24,6.556,161.983,235.744,5.77,84.29,0,2.03,6.556,161.983,222.344,5.77,383.669,320.753888958,1.22092,0.318680588235
CH-Dav,2008-02-25,4.028,151.4,235.266,3.846,84.03,0,1.88,4.028,151.4,211.894,3.846,384.617,282.034530574,1.80592,0.330468472973
CH-Dav,2008-02-26,3.367,167.748,246.014,4.164,83.572,0,1.187,3.367,167.748,219.009,4.164,385.556,327.196090938,1.7734,0.2186263575
CH-Dav,2008-02-27,1.415,135.994,272.769,1.034,83.511,0,2.348,1.415,135.994,204.069,1.034,385.371,234.597942,2.04256,0.394826991429
CH-Dav,2008-02-28,1.739,158.89,260.202,3.555,83.818,0,2.01,1.739,158.89,216.032,3.555,385.519,317.55549236,0.739187,0.294463295122
CH-Dav,2008-02-29,2.313,102.8,259.705,1.354,83.726,0.1,1.985,2.313,102.8,197.359,1.354,407.171,220.860229208,2.22174,0.31540397931
CH-Dav,2008-03-01,2.014,46.527,277.467,1.147,82.841,7.7,3.921,2.014,46.527,209.582,1.147,395.122,95.2478611458,2.96978,0.605089361702
CH-Dav,2008-03-02,1.93,110.311,268.965,0.904,83.338,3.7,1.292,1.93,110.311,213.404,0.904,399.693,205.560497979,2.46611,0.321580402326
CH-Dav,2008-03-03,1.214,156.529,256.443,1.385,83.016,1.7,2.068,1.214,156.529,214.085,1.385,385.566,264.903992065,2.26642,0.3951532025
CH-Dav,2008-03-04,-4.559,95.243,261.582,0.764,82.646,1.4,2.497,-4.559,95.243,213.57,0.764,388.282,204.311997896,-0.469826,0.439583217391
CH-Dav,2008-03-05,-8.174,109.104,226.231,0.783,83.228,0.2,2.912,-8.174,109.104,214.026,0.783,392.989,221.226500604,1.00529,0.636434282609
