siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
CH-Dav,2013-12-01,-7.428,82.485,201.41,1.924,83.807,0,1.265,-7.428,82.485,178.735,1.924,396.264,153.399811244,1.82908,0.217360827027
CH-Dav,2013-12-02,-1.111,79.842,196.891,3.632,84.123,0,1.266,-1.111,79.842,196.745,3.632,394.15,152.08717464,1.15418,0.21803195625
CH-Dav,2013-12-03,2.662,78.771,185.981,5.577,84.405,0,2.106,2.662,78.771,200.898,5.577,391.644,150.027576187,0.689236,0.257807627027
CH-Dav,2013-12-04,1.899,76.705,194.587,4.938,84.236,0,0.931,1.899,76.705,200.913,4.938,391.842,146.465829185,1.05153,0.220402479487
CH-Dav,2013-12-05,-1.371,68.292,205.99,2.547,83.925,0,0.746,-1.371,68.292,205.638,2.547,395.632,134.072699423,0.959399,0.210470651724
CH-Dav,2013-12-06,-3.618,34.689,200.905,1.28,83.608,0.5,3.862,-3.618,34.689,190.449,1.28,393.601,74.2902025521,0.204041,0.657448979167
CH-Dav,2013-12-07,-6.337,38.004,210.857,1.055,84.09,0,0.959,-6.337,38.004,188.871,1.055,394.176,80.5111981687,1.76816,0.192825828947
CH-Dav,2013-12-08,-2.799,74.661,200.209,2.854,84.219,0,1.109,-2.799,74.661,200.46,2.854,392.942,143.414880092,1.82839,0.205312155882
CH-Dav,2013-12-09,-0.252,70.959,199.018,3.996,84.573,0,1.173,-0.252,70.959,199.018,3.996,392.317,138.274384169,1.35305,0.220004872727
CH-Dav,2013-12-10,2.46,71.544,198.952,3.618,84.816,0,1.741,2.46,71.544,198.952,3.618,392.547,139.477105013,0.409051,0.287407464286
CH-Dav,2013-12-11,2.183,73.418,200.962,4.849,84.826,0,1.737,2.183,73.418,200.962,4.849,392.454,138.787439804,-0.526892,0.25215227027
CH-Dav,2013-12-12,1.658,75.657,196.547,5.138,84.473,0,1.989,1.658,75.657,196.547,5.138,392.196,142.727150808,-0.0260207,0.284988210526
CH-Dav,2013-12-13,-0.269,72.706,182.788,3.79,84.06,0,1.487,-0.269,72.706,182.788,3.79,393.197,138.377931748,1.95607,0.230144009375
CH-Dav,2013-12-14,-1.963,54.317,216.639,2.359,84.279,0.1,1.659,-1.963,54.317,216.639,2.359,393.01,110.609725802,1.28143,0.328508717949
CH-Dav,2013-12-15,-1.524,60.608,215.746,3.155,84.768,0,1.342,-1.524,60.608,215.746,3.155,395.589,121.693674348,1.07776,0.256043705882
CH-Dav,2013-12-16,3.096,71.381,195.645,5.493,84.884,0,2.301,3.096,71.381,195.645,5.493,392.977,135.513664481,0.382667,0.309870515152
CH-Dav,2013-12-17,3.835,82.204,195.967,5.969,84.556,0,2.126,3.835,82.204,195.967,5.969,393.049,152.585444031,0.443065,0.339016787879
CH-Dav,2013-12-18,1.511,49.086,223.105,4.129,83.936,0,1.168,1.511,49.086,223.105,4.129,395.256,100.094562725,0.138127,0.216947027027
CH-Dav,2013-12-19,1.149,24.524,263.361,2.794,83.286,0,2.604,1.149,24.524,263.361,2.794,394.778,55.6757710002,2.10213,0.40668325
CH-Dav,2013-12-20,-0.185,26.066,283.186,1.201,83.924,0.1,2.055,-0.185,26.066,283.186,1.201,394.461,57.33428115,1.00965,0.401026722222
CH-Dav,2013-12-21,0.183,66.223,225.077,1.804,84.63,0,1.668,0.183,66.223,225.077,1.804,396.493,124.665556067,1.03529,0.286201846875
CH-Dav,2013-12-22,3.066,46.964,246.523,3.121,84.23,0,2.864,3.066,46.964,246.523,3.121,394.578,101.484936725,1.33715,0.404450470588
CH-Dav,2013-12-23,1.145,66.613,208.103,2.791,83.847,0,2.321,1.145,66.613,208.103,2.791,393.967,128.75098191,1.21072,0.3008295
CH-Dav,2013-12-24,3.435,57.109,247.826,3.94,82.97,0,4.188,3.435,57.109,247.826,3.94,393.541,114.724597196,-0.517389,0.927329428571
CH-Dav,2013-12-25,3.442,21.983,297.89,2.823,81.778,4.4,3.069,3.442,21.983,297.89,2.823,386.578,48.7946195667,-0.116113,0.800056085714
CH-Dav,2013-12-26,-1.572,9.725,306.614,0.318,81.488,5.4,1.834,-1.572,9.725,306.614,0.318,381.723,7.6304355,0.537612,0.4255394
CH-Dav,2013-12-27,-2.86,64.215,223.526,0.792,82.741,0.1,2.244,-2.86,56.385,223.526,0.792,394.954,106.67600505,1.97494,0.340503333333
CH-Dav,2013-12-28,0.563,68.787,243.845,1.706,82.732,3.1,2.991,0.563,68.787,243.845,1.706,390.947,129.497932304,1.27249,0.48593165
CH-Dav,2013-12-29,-3.053,50.885,270.734,0.454,83.402,2.8,1.51,-3.053,50.885,270.734,0.454,385.967,60.1731572729,1.36479,0.402798445161
CH-Dav,2013-12-30,-6.366,74.452,187.49,1.267,83.969,0,2.205,-6.366,74.452,187.49,1.267,396.161,137.940769388,0.767077,0.300007069697
CH-Dav,2013-12-31,-4.54,73.718,181.823,2.312,83.518,0,1.98,-4.54,73.718,181.823,2.312,395.096,138.728139498,1.61667,0.254087134211
CH-Dav,2014-01-01,-2.415,63.767,201.098,2.118,83.187,0,1.313,-2.415,63.767,201.098,2.118,394.549,136.640608382,2.45987,0.238969424242
CH-Dav,2014-01-02,-1.193,23.916,242.466,1.496,82.894,0.8,2.112,-1.193,23.916,242.466,1.496,392.232,54.4367060646,1.14293,0.296358542857
CH-Dav,2014-01-03,-0.772,57.396,232.934,2.484,83.316,0,2.077,-0.772,57.396,232.934,2.484,394.606,118.459876981,1.92466,0.299544942857
CH-Dav,2014-01-05,-1.837,26.362,281.55,0.473,82.671,1.3,2.341,-1.837,26.362,281.55,0.473,377.387,21.4593583396,1.86036,0.443322176471
CH-Dav,2014-01-06,-0.54,71.44,217.885,1.291,83.444,0,2.337,-0.54,71.44,217.885,1.291,392.912,134.090963473,1.51245,0.260198151515
CH-Dav,2014-01-07,2.287,68.767,232.144,2.357,83.756,0,1.142,2.287,68.767,232.144,2.357,393.433,137.965187832,1.40063,0.208447391892
CH-Dav,2014-01-08,3.243,56.964,239.296,3.149,84.043,0,1.098,3.243,56.964,239.296,3.149,392.617,118.52305756,1.29606,0.174890696774
CH-Dav,2014-01-09,4.79,50.647,242.076,4.417,83.579,0,1.608,4.79,50.647,242.076,4.417,392.931,105.535945385,0.97433,0.231566405405
CH-Dav,2014-01-10,-0.026,28.692,310.146,0.592,83.482,2.8,1.544,-0.026,28.692,310.146,0.592,384.137,19.5321383458,1.12534,0.370056586111
CH-Dav,2014-01-11,2.082,59.022,275.396,1.562,83.641,0,1.282,2.082,59.022,275.396,1.562,391.926,96.7498768587,0.825552,0.234159619355
CH-Dav,2014-01-12,0.01,84.342,181.546,3.618,83.897,0,2.53,0.01,84.342,181.546,3.618,392.233,155.491359329,0.611777,0.344081313514
CH-Dav,2014-01-13,1.008,61.635,229.138,3.887,83.215,0,1.532,1.008,61.635,229.138,3.887,394.061,117.500962619,0.71246,0.262844468421
CH-Dav,2014-01-14,-2.729,9.802,300.557,0.404,82.374,10.9,1.269,-2.729,9.802,300.557,0.404,424.023,8.41281845208,0.697728,0.289015347826
CH-Dav,2014-01-15,-4.225,58.471,271.441,0.591,82.82,0.1,1.506,-4.225,39.237,271.441,0.591,393.717,49.2571945625,-0.0481605,0.255833080952
CH-Dav,2014-01-16,-0.463,50.512,271.422,1.303,82.68,0.1,2.755,-0.463,50.512,271.422,1.303,395.309,90.6984558723,1.32166,0.396054147059
CH-Dav,2014-01-17,-1.555,27.151,274.955,0.345,82.384,3.2,1.635,-1.555,27.151,274.955,0.345,381.676,20.5907937979,0.254732,0.271747888372
CH-Dav,2014-01-18,-0.759,79.822,218.397,1.067,82.32,0,1.417,-0.759,79.822,218.397,1.067,397.311,140.406092475,0.595955,0.289035470968
CH-Dav,2014-01-19,1.723,79.181,246.762,1.95,81.955,0,0.675,1.723,79.181,246.762,1.95,397.294,149.636402211,0.250277,0.313427835484
CH-Dav,2014-01-20,-0.53,41.365,278.964,0.86,82.005,0.3,1.36,-0.53,41.365,278.964,0.86,392.731,94.6562261979,1.12296,0.300350985366
CH-Dav,2014-01-21,-2.726,36.109,288.291,0.305,82.62,0.3,1.508,-2.726,36.109,288.291,0.305,369.424,35.1449593625,-0.451876,0.346094165116
CH-Dav,2014-01-22,-3.099,92.472,197.134,1.49,82.765,0,1.461,-3.099,92.472,197.134,1.49,398.1,172.149318994,1.58757,0.246291011429
CH-Dav,2014-01-23,-3.506,75.091,223.975,1.624,83.027,0,1.485,-3.506,75.091,223.975,1.624,397.628,155.894085444,0.54582,0.2401036375
CH-Dav,2014-01-24,-6.081,48.183,251.079,0.896,82.78,0.3,2.428,-6.081,48.183,251.079,0.896,401.913,101.425609519,1.43621,0.422130376087
CH-Dav,2014-01-25,-7.515,99.404,197.639,1.416,83.034,0,1.051,-7.515,99.404,197.639,1.416,401.26,186.476446729,1.54522,0.224000674194
CH-Dav,2014-01-26,-5.982,49.513,259.238,0.912,82.635,4,3.437,-5.982,49.513,259.238,0.912,397.827,103.163175525,1.98781,0.607687378571
CH-Dav,2014-01-27,-4.922,45.217,266.371,0.675,81.8,0.8,1.723,-4.922,45.217,266.371,0.675,425.375,94.2004125894,0.661291,0.351425270732
CH-Dav,2014-01-28,-8.022,59.505,220.187,0.65,81.691,0,1.18,-8.022,56.937,220.187,0.65,397.082,58.006678,2.02424,0.235741673529
CH-Dav,2014-01-29,-7.697,82.237,179.997,1.431,81.765,0,2.129,-7.697,82.237,179.997,1.431,400.645,165.202772102,2.12107,0.342543823529
CH-Dav,2014-01-30,-3.348,59.956,263.389,1.188,82.179,0.3,0.989,-3.348,59.956,263.389,1.188,396.691,130.201339487,1.24642,0.280916411765
CH-Dav,2014-01-31,-1.11,91.598,252.272,0.562,82.513,0.6,1.328,-1.11,91.598,252.272,0.562,378.573,125.892833052,-0.248192,0.226294143902
CH-Dav,2014-02-01,0.978,73.429,254.954,1.707,82.432,0,2.238,0.978,73.429,254.954,1.707,397.611,154.500846673,0.125731,0.542228911765
CH-Dav,2014-02-02,-3.476,22.804,288.311,0.262,82.727,5,2.085,-3.476,70.13,288.311,0.262,399.783,30.1208458708,NA,0.395566804255
CH-Dav,2014-02-03,-1.664,94.723,231.67,0.685,82.741,0,1.3,-1.664,94.723,231.67,0.685,404.528,159.060337744,2.37967,0.279281027273
CH-Dav,2014-02-04,0.883,84.448,249.14,1.817,82.75,0,2.057,0.883,84.448,249.14,1.817,399.698,174.546514402,-0.167836,0.482132058333
CH-Dav,2014-02-05,0.473,64.327,261.971,2.897,82.355,0.2,2.692,0.473,64.327,261.971,2.897,409.691,142.572993479,-0.914892,0.763575528205
CH-Dav,2014-02-06,-1.583,118.655,220.768,2.162,82.778,0.1,2.542,-1.583,118.655,220.768,2.162,409.732,220.750761004,0.578389,0.349253558537
CH-Dav,2014-02-07,-0.298,32.489,271.282,1.768,82.534,9.6,2.377,-0.298,32.489,271.282,1.768,392.546,72.4808260271,-0.225883,0.416381357143
CH-Dav,2014-02-08,-2.485,81.627,284.213,1.305,82.195,0,2.94,-2.485,76.041,284.213,1.305,388.961,122.590863854,0.837232,0.424041512195
CH-Dav,2014-02-09,-3.844,89.002,238.678,0.865,82.016,1.9,2.086,-3.844,89.002,238.678,0.865,398.476,138.575317,0.369226,0.37808197619
CH-Dav,2014-02-10,-1.392,81.11,260.318,2.085,81.755,0.4,2.605,-1.392,81.11,260.318,2.085,396.585,173.575509031,-0.949374,0.787519594595
CH-Dav,2014-02-11,-2.817,119.165,229.438,1.363,82.326,0.6,1.422,-2.817,119.165,229.438,1.363,386.309,216.753894242,0.106908,0.30629446
CH-Dav,2014-02-12,-4.456,107.211,207.723,1.798,82.703,0.3,1.941,-4.456,107.211,207.723,1.798,398.315,187.766068448,0.90293,0.348528657143
CH-Dav,2014-02-13,-1.138,72.807,260.662,2.649,82.323,2.1,2.604,-1.138,72.807,260.662,2.649,393.362,159.097128814,0.382295,0.524441589744
CH-Dav,2014-02-14,-2.939,98.651,243.095,1.713,82.77,0.3,2.691,-2.939,98.651,243.095,1.713,398.125,206.984271254,-0.644827,0.487362777778
CH-Dav,2014-02-15,2.778,88.402,239.205,3.054,82.746,0,2.913,2.778,88.402,239.205,3.054,395.637,186.618909629,0.291874,0.5682456
CH-Dav,2014-02-16,-2.196,50.031,291.064,0.482,83.002,3.5,2.9,-2.196,50.031,291.064,0.482,386.352,106.730490737,-0.543042,0.50370418
CH-Dav,2014-02-17,-2.906,79.258,273.938,0.561,83.097,2.7,1.793,-2.906,73.795,273.938,0.561,399.249,80.1490830646,0.798304,0.279800453846
CH-Dav,2014-02-18,-0.29,119.021,230.451,1.59,83.352,0,2.132,-0.29,119.021,230.451,1.59,396.959,238.191705344,1.33823,0.269828166667
CH-Dav,2014-02-19,-0.901,32.011,307.497,0.537,83.142,8.5,2.027,-0.901,32.011,307.497,0.537,403.312,26.0275715521,0.858371,0.39849726087
CH-Dav,2014-02-20,-1.892,129.873,232.82,0.769,83.125,0,1.675,-1.892,125.04,232.82,0.769,463.759,194.144924163,1.68333,0.278243434211
CH-Dav,2014-02-21,-2.156,83.549,271.173,0.869,82.866,2.8,2.34,-2.156,83.549,271.173,0.869,394.166,179.77247505,0.868948,0.46389825
CH-Dav,2014-02-22,-4.507,125.566,240.201,1.147,83.221,0.6,1.45,-4.507,125.566,240.201,1.147,376.089,247.38275079,0.864236,0.303529253846
CH-Dav,2014-02-23,-4.008,161.007,198.229,1.563,83.699,1.2,1.31,-4.008,161.007,198.229,1.563,394.857,278.168380481,1.3585,0.244001767442
CH-Dav,2014-02-24,-2.61,167.293,167.326,3.183,83.524,0,2.275,-2.61,167.293,167.326,3.183,396.831,315.355117477,1.41448,0.354452102564
CH-Dav,2014-02-25,-2.283,150.268,183.559,3.461,83.26,0,2.093,-2.283,150.268,183.559,3.461,397.466,295.0389937,0.750181,0.306935848485
CH-Dav,2014-02-26,-0.876,130.774,232.342,2.347,83.238,0,1.624,-0.876,130.774,232.342,2.347,400.81,269.812116531,0.757171,0.390734419355
CH-Dav,2014-02-27,-1.649,137.785,247.81,1.924,83.26,0,1.384,-1.649,137.785,247.81,1.924,401.088,277.19453201,0.254595,0.339240511111
CH-Dav,2014-02-28,-2.033,144.854,218.686,2.36,82.361,0,1.662,-2.033,144.854,218.686,2.36,400.233,288.586176573,-0.312786,0.44365749
CH-Dav,2014-03-01,-3.461,88.99,273.061,0.916,81.806,1,2.529,-3.461,88.99,273.061,0.916,398.278,192.879608388,0.758869,0.490026880435
CH-Dav,2014-03-02,-4.294,78.197,242.049,0.695,81.967,0,1.917,-4.294,105.942,242.049,0.695,398.901,90.0927964375,1.17011,0.350178488372
CH-Dav,2014-03-03,-2.581,137.506,238.283,1.353,81.464,0.1,2.029,-2.581,137.506,238.283,1.353,398.641,261.750605865,0.843689,0.428051833333
CH-Dav,2014-03-04,-4.041,60.224,279.043,0.373,81.838,0.4,1.64,-4.041,60.224,279.043,0.373,398.832,117.636964969,1.3885,0.359176745238
CH-Dav,2014-03-05,-2.728,72.418,288.038,0.627,83.059,0,1.706,-2.728,72.418,288.038,0.627,402.814,134.845598827,0.445536,0.385058275
CH-Dav,2014-03-06,-2.413,192.185,235.11,1.056,83.872,0.4,1.979,-2.413,192.185,235.11,1.056,392.974,343.965321873,0.455028,0.3742587
CH-Dav,2014-03-07,0.546,190.544,195.86,3.445,84.031,0,1.685,0.546,190.544,195.86,3.445,396.506,370.91106465,0.863791,0.2773422
CH-Dav,2014-03-08,1.51,193.219,200.799,3.968,84.433,0,1.162,1.51,193.219,200.799,3.968,397.65,373.007493246,0.490025,0.261383523684
CH-Dav,2014-03-09,4.272,196.228,201.086,6.241,84.436,0,1.814,4.272,196.228,201.086,6.241,396.075,379.175331667,1.36797,0.258547685
CH-Dav,2014-03-10,3.515,196.274,204.432,5.091,83.86,0,1.546,3.515,196.274,204.432,5.091,396.571,380.88288405,1.48708,0.285896675676
CH-Dav,2014-03-11,2.692,162.99,209.891,4.588,83.997,0,1.445,2.692,162.99,209.891,4.588,397.597,327.632101454,1.13383,0.250363568571
CH-Dav,2014-03-12,5.198,204.978,202.01,6.554,84.43,0,1.693,5.198,204.978,202.01,6.554,394.947,394.413697492,1.44321,0.281690352778
CH-Dav,2014-03-13,4.924,204.201,210.109,6.011,84.377,0,1.913,4.924,204.201,210.109,6.011,395.167,397.670238075,0.829121,0.307286182857
CH-Dav,2014-03-14,4.777,206.171,213.465,4.978,84.204,0,1.133,4.777,206.171,213.465,4.978,395.03,402.251265871,1.75266,0.236748944118
CH-Dav,2014-03-15,2.491,122.132,264.722,2.611,83.884,0.1,2.622,2.491,122.132,264.722,2.611,412.551,254.573819796,2.46933,0.5071142
CH-Dav,2014-03-16,1.703,89.91,279.943,0.99,83.986,0.9,1.188,1.703,89.91,279.943,0.99,388.478,143.142028613,2.29397,0.311377885366
CH-Dav,2014-03-17,5.327,215.288,211.133,5.637,84.024,0,1.113,5.327,215.288,211.133,5.637,395.71,415.345188443,2.75733,0.252036010526
CH-Dav,2014-03-18,7.268,208.907,233.253,7.345,83.71,0,1.409,7.268,208.907,233.253,7.345,397.275,409.76412855,2.41417,0.218419757143
CH-Dav,2014-03-19,3.207,196.318,241.308,3.334,84.126,0,2.472,3.207,196.318,241.308,3.334,395.771,386.545512375,2.35076,0.49878268
CH-Dav,2014-03-20,5.701,213.794,216.655,5.8,84.084,0,2.558,5.701,213.794,216.655,5.8,396.145,417.868056708,4.2462,0.461416405405
CH-Dav,2014-03-21,5.228,213.959,223.198,5.136,83.594,0,2.537,5.228,213.959,223.198,5.136,396.731,421.363656031,3.42291,0.490392
CH-Dav,2014-03-22,3.988,107.905,295.988,3.115,82.748,1.7,2.366,3.988,107.905,295.988,3.115,391.078,232.906653725,3.2631,0.540258511628
CH-Dav,2014-03-23,-3.346,46.776,293.923,0.637,82.241,13.9,2.727,-3.346,46.776,293.923,0.637,387.636,111.240675704,0.867949,0.4619489375
CH-Dav,2014-03-24,-4.892,153.619,266.307,0.837,82.597,1.4,2.15,-4.892,153.619,266.307,0.837,426.365,317.387926244,1.68221,0.380816458333
CH-Dav,2014-03-25,-6.331,158.984,210.243,1.019,82.45,0.1,1.516,-6.331,158.984,210.243,1.019,413.506,318.004290979,1.65419,0.258599419048
CH-Dav,2014-03-26,-2.951,188.478,216.9,1.708,82.517,0,1.021,-2.951,188.478,216.9,1.708,401.103,355.207843747,3.03952,0.250842446341
CH-Dav,2014-03-27,-1.283,227.188,202.557,2.464,82.704,0,1.01,-1.283,227.188,202.557,2.464,399.711,449.298088106,2.77939,0.2827009475
CH-Dav,2014-03-28,0.824,242.11,195.883,3.763,83.258,0,1.69,0.824,242.11,195.883,3.763,398.66,466.669310881,1.84263,0.299458925
CH-Dav,2014-03-29,3.177,231.355,204.661,4.758,83.792,0,1.957,3.177,231.355,204.661,4.758,398.251,457.554267069,2.06777,0.524355848485
CH-Dav,2014-03-30,5.357,237.854,212.145,6.485,83.624,0,1.609,5.357,237.854,212.145,6.485,396.396,466.658057069,2.32331,0.288066825
CH-Dav,2014-03-31,5.727,233.087,219.273,5.859,83.404,0,1.914,5.727,233.087,219.273,5.859,394.178,447.242077898,2.85991,0.3266048075
CH-Dav,2014-04-01,5.953,232.977,231.837,5.424,83.247,0,0.915,5.953,232.977,231.837,5.424,393.955,460.270358558,4.3878,0.267560315789
CH-Dav,2014-04-02,6.235,235.956,226.373,5.726,83.085,0,1.922,6.235,235.956,226.373,5.726,396.334,470.070416419,4.47782,0.385594025
CH-Dav,2014-04-03,5.907,106.522,259.429,4.518,82.893,0,1.987,5.907,106.522,259.429,4.518,396.012,237.4295115,3.68336,0.355161868421
CH-Dav,2014-04-04,6.556,258.142,270.203,5.138,82.726,0,1.564,6.556,258.142,270.203,5.138,395.444,517.998596513,4.90328,0.378346757895
CH-Dav,2014-04-05,4.33,86.725,305.611,1.17,83.265,0.1,1.66,4.33,86.725,305.611,1.17,417.078,188.724248187,2.00621,0.3451891375
CH-Dav,2014-04-06,5.517,201.459,275.217,2.245,83.762,0.1,1.455,5.517,201.459,275.217,2.245,399.398,401.255216115,3.60549,0.295851486842
CH-Dav,2014-04-07,7.503,230.936,244.1,5.789,83.844,0,1.732,7.503,230.936,244.1,5.789,387.122,459.060780427,4.21779,0.320205355882
CH-Dav,2014-04-08,4.927,110.008,294.551,2.449,83.748,1.8,2.859,4.927,110.008,294.551,2.449,404.174,234.618572213,2.69884,0.540098527778
CH-Dav,2014-04-09,1.35,201.664,239.744,2.902,84.002,0,2.164,1.35,201.664,239.744,2.902,393.154,393.99663669,3.01812,0.443101537838
CH-Dav,2014-04-10,3.445,155.687,279.703,3.856,83.845,0,1.222,3.445,155.687,279.703,3.856,394.237,327.45896151,3.76054,0.3148933175
CH-Dav,2014-04-11,6.283,222.705,239.477,4.377,83.544,0,1.371,6.283,222.705,239.477,4.377,394.058,453.91448029,3.40898,0.280335009756
CH-Dav,2014-04-12,5.24,121.348,302.399,2.433,83.51,1,1.52,5.24,121.348,302.399,2.433,393.739,247.877874862,2.3754,0.333757857895
CH-Dav,2014-04-13,4.017,146.345,301.559,1.987,83.682,5,0.982,4.017,146.345,301.559,1.987,387.287,277.764675952,2.59882,0.249250365854
CH-Dav,2014-04-14,3.555,199.005,248.675,3.122,83.499,0,3.326,3.555,199.005,248.675,3.122,392.788,404.35675175,2.30384,0.554018735417
CH-Dav,2014-04-15,-1.767,195.269,261.024,2.407,83.581,0.2,3.58,-1.767,195.269,261.024,2.407,395.274,388.515038708,2.34203,0.645014108696
CH-Dav,2014-04-16,-1.705,286.578,206.613,2.708,83.836,0,2.291,-1.705,286.578,206.613,2.708,394.614,553.798763271,1.16751,0.49760822093
CH-Dav,2014-04-17,1.205,286.11,191.104,4.745,83.616,0,1.632,1.205,286.11,191.104,4.745,395.948,550.631151979,1.74782,0.355324333333
CH-Dav,2014-04-18,0.581,120.162,271.488,2.842,82.888,1.9,2.21,0.581,120.162,271.488,2.842,382.631,259.457423752,2.38511,0.432186951163
CH-Dav,2014-04-19,-0.663,253.316,245.923,0.849,82.551,0.3,2.421,-0.663,253.316,245.923,0.849,393.437,499.688433538,1.43695,0.450437272727
CH-Dav,2014-04-20,4.768,180.556,258.381,3.596,82.493,0,1.693,4.768,180.556,258.381,3.596,392.693,371.89123354,4.1818,0.3379705025
CH-Dav,2014-04-21,4.494,124.72,311.529,1.747,82.486,0.4,1.764,4.494,124.72,311.529,1.747,400.673,267.66648851,2.98315,0.336999993548
CH-Dav,2014-04-22,5.21,174.878,269.198,2.847,83.156,0,1.608,5.21,174.878,269.198,2.847,391.988,372.291159646,5.69416,0.331122116667
CH-Dav,2014-04-23,6.235,206.669,251.354,3.706,83.662,0,1.62,6.235,206.669,251.354,3.706,393.204,424.298882958,5.13813,0.360251281081
CH-Dav,2014-04-24,7.636,241.637,245.449,4.66,83.564,0,1.359,7.636,241.637,245.449,4.66,392.433,479.038163879,4.29936,0.313857331707
CH-Dav,2014-04-25,8.602,239.268,264.132,5.481,83.162,0,1.561,8.602,239.268,264.132,5.481,394.055,484.671904994,5.2493,0.404024230769
CH-Dav,2014-04-26,8.147,203.67,309.611,3.058,83.062,0,1.863,8.147,203.67,309.611,3.058,392.613,425.270284988,3.35497,0.379752179487
CH-Dav,2014-04-27,2.451,113.858,324.003,0.448,82.687,4.7,2.793,2.451,113.858,324.003,0.448,372.344,225.857141194,4.5717,0.510114255814
CH-Dav,2014-04-28,1.517,197.979,316.905,0.413,82.714,0.4,2.887,1.517,197.979,316.905,0.413,393.366,380.989170292,7.01363,0.564120666667
CH-Dav,2014-04-29,3.553,234.732,303.955,1.042,83.029,0.2,2.645,3.553,234.732,303.955,1.042,382.101,440.006769023,4.59397,0.447451536585
CH-Dav,2014-04-30,2.022,99.814,326.282,0.266,82.908,9.1,1.901,2.022,99.814,326.282,0.266,378.644,167.329941042,4.57558,0.366255528205
CH-Dav,2014-05-01,4.318,179.482,313.135,1.338,83.071,1.9,1.7,4.318,179.482,313.135,1.338,391.185,353.612090633,5.67108,0.288310032432
CH-Dav,2014-05-02,3.508,182.659,314.4,0.843,82.938,0.8,3.414,3.508,182.659,314.4,0.843,388.381,369.616939456,4.79598,0.542856315789
CH-Dav,2014-05-03,2.019,161.872,309.379,0.963,83.252,2.2,2.897,2.019,161.872,309.379,0.963,394.283,336.686235958,3.96437,0.548081380952
CH-Dav,2014-05-04,0.908,323.282,244.053,1.583,83.476,0,2.973,0.908,323.282,244.053,1.583,391.789,630.5738472,4.55146,0.585559756098
CH-Dav,2014-05-05,5.798,314.048,221.435,6.185,83.54,0,2.313,5.798,314.048,221.435,6.185,395.925,618.270053875,3.98103,0.372284371429
CH-Dav,2014-05-06,9.006,246.078,267.626,6.889,83.594,0,1.689,9.006,246.078,267.626,6.889,394.07,508.016506833,6.46691,0.4333120825
CH-Dav,2014-05-07,5.577,80.394,326.367,1.838,83.504,8.4,1.892,5.577,80.394,326.367,1.838,405.186,166.946002781,4.38157,0.368360894737
CH-Dav,2014-05-08,7.097,320.084,270.351,5.05,83.701,0.1,1.505,7.097,320.084,270.351,5.05,399.607,633.73266139,5.08148,0.369740726471
CH-Dav,2014-05-09,8.757,259.885,310.155,4.081,83.733,0.2,2.029,8.757,259.885,310.155,4.081,394.202,528.156723917,5.84747,0.454843721053
CH-Dav,2014-05-10,9.262,215.387,292.633,4.528,83.583,0,1.646,9.262,215.387,292.633,4.528,393.953,446.694082167,6.69144,0.474271265714
CH-Dav,2014-05-11,4.013,179.234,288.891,1.384,83.036,0.7,3.093,4.013,179.234,288.891,1.384,386.658,363.95889344,4.44544,0.558849028261
CH-Dav,2014-05-12,1.13,210.786,290.608,1.39,83.222,5.1,2.064,1.13,210.786,290.608,1.39,376.53,412.506973717,3.67042,0.5093567125
CH-Dav,2014-05-13,0.316,258.127,307.384,1.073,83.348,1.8,2.752,0.316,255.667,307.384,1.073,380.002,473.089647996,4.39587,0.69439905
CH-Dav,2014-05-14,-0.022,197.856,295.25,1.002,83.984,2,2.679,-0.022,197.856,295.25,1.002,374.47,384.072747933,4.8946,0.564043333333
CH-Dav,2014-05-15,0.407,248.839,284.621,1.651,84.152,1,2.833,0.407,248.839,284.621,1.651,389.181,483.73728189,3.67259,0.66657555
CH-Dav,2014-05-16,1.358,158.174,289.741,1.814,83.976,0.1,2.326,1.358,158.174,289.741,1.814,391.901,329.415384419,3.70886,0.534453232558
CH-Dav,2014-05-17,3.304,216.743,275.152,2.468,83.65,0,2.418,3.304,216.743,275.152,2.468,389.018,448.968496496,4.31352,0.4589260275
CH-Dav,2014-05-18,6.854,225.917,254.642,5.018,83.374,0,1.81,6.854,225.917,254.642,5.018,389.686,469.558676208,6.44583,0.420180694444
CH-Dav,2014-05-19,8.638,292.715,265.906,6.059,83.356,0,3.052,8.638,292.715,265.906,6.059,392.488,587.320219115,6.81074,0.715272372093
CH-Dav,2014-05-20,9.399,261.597,259.917,6.02,83.643,0,2.483,9.399,261.597,259.917,6.02,393.577,531.213745688,7.69091,0.576414317073
CH-Dav,2014-05-21,11.693,302.897,266.867,7.379,83.735,0,2.958,11.693,302.897,266.867,7.379,391.777,607.914301521,8.05563,0.733723891892
CH-Dav,2014-05-22,12.567,240.593,302.505,6.993,83.525,2.3,2.071,12.567,240.593,302.505,6.993,419.475,482.025753033,7.3289,0.562796351351
CH-Dav,2014-05-23,9.381,222.364,301.42,4.307,83.2,4.3,2.032,9.381,222.364,301.42,4.307,423.023,433.84784659,6.57354,0.548090081081
