date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
2004-03-20,1.7210578125,48,0,43.6554375,0
2004-03-21,1.7765398541666666,48,0,65.54883333333333,0
2004-03-22,0.4313969583333333,48,0,169.65464583333335,0
2004-03-23,1.0885474166666667,48,0,128.3854375,0
2004-03-24,1.175599,48,0,48.062104166666664,0
2004-03-25,0.16141750000000002,48,0,95.55410416666666,0
2004-03-26,0.9087790833333333,48,0,152.3620625,0
2004-03-27,1.0183406041666667,48,0,215.02210416666668,0
2004-03-28,0.17992902083333337,48,0,226.82252083333333,0
2004-03-29,0.3494326875,48,0,231.24608333333333,0
2004-03-30,0.8294081666666667,48,0,228.80325,0
2004-03-31,0.7913478958333333,48,16,220.12385416666666,0.3333333333333333
2004-04-01,2.6352746666666667,48,19,229.54497916666668,0.3958333333333333
2004-04-02,1.8577432291666667,48,15,221.04895833333333,0.3125
2004-04-03,2.4729923125,48,24,127.60629166666666,0.5
2004-04-04,3.20774575,48,16,134.6785625,0.3333333333333333
2004-04-05,2.458574958333333,48,19,159.74264583333334,0.3958333333333333
2004-04-06,3.8757315625,48,2,53.846645833333334,0.041666666666666664
2004-04-07,4.495609708333333,48,15,170.56154166666667,0.3125
2004-04-08,5.022939895833334,48,10,193.74454166666666,0.20833333333333334
2004-04-09,3.9830646666666665,48,32,171.1193125,0.6666666666666666
2004-04-10,4.73893375,48,5,118.03833333333333,0.10416666666666667
2004-04-11,4.878536125,48,10,147.9966875,0.20833333333333334
2004-04-12,5.077922895833334,48,35,236.919125,0.7291666666666666
2004-04-13,4.637908729166667,48,26,177.71527083333334,0.5416666666666666
2004-04-14,6.232990708333333,48,40,241.36816666666667,0.8333333333333334
2004-04-15,3.3030791875,48,19,208.02029166666668,0.3958333333333333
2004-04-16,4.8212437291666665,48,21,253.60960416666666,0.4375
2004-04-17,4.584061041666667,48,23,215.99720833333333,0.4791666666666667
2004-04-18,5.678188208333333,48,21,174.04141666666666,0.4375
2004-04-19,5.619909020833333,48,10,123.9829375,0.20833333333333334
2004-04-20,3.638203625,48,16,242.9445,0.3333333333333333
2004-04-21,1.6087316875,48,11,267.4765625,0.22916666666666666
2004-04-22,2.5633924375,48,13,256.1815,0.2708333333333333
2004-04-23,2.4687991875,48,27,172.10783333333333,0.5625
2004-04-24,3.947228104166667,48,31,239.79841666666667,0.6458333333333334
2004-04-25,4.247376958333334,48,44,242.0520625,0.9166666666666666
2004-04-26,4.924912333333333,48,42,285.025125,0.875
2004-04-27,3.6779844791666667,48,19,234.31229166666668,0.3958333333333333
2004-04-28,3.3386210833333334,48,23,227.1205,0.4791666666666667
2004-04-29,4.991985208333333,48,35,239.57752083333332,0.7291666666666666
2004-04-30,6.130505375,48,27,162.09704166666666,0.5625
2004-05-01,4.5729741875,48,39,104.79047916666667,0.8125
2004-05-02,5.2759755625,48,14,138.99785416666666,0.2916666666666667
2004-05-03,4.2112341875,48,14,189.81829166666665,0.2916666666666667
2004-05-04,4.775138229166666,48,10,170.3549375,0.20833333333333334
2004-05-05,5.8206695,48,0,51.10916666666667,0
2004-05-06,6.696453104166666,48,2,93.50722916666666,0.041666666666666664
2004-05-07,5.369039125,48,24,187.41960416666666,0.5
2004-05-08,3.9122692291666668,48,38,183.27545833333335,0.7916666666666666
2004-05-09,4.9273385,48,0,70.58208333333333,0
2004-05-10,7.173976875,48,17,209.61033333333333,0.3541666666666667
2004-05-11,5.8846885625,48,10,249.50016666666667,0.20833333333333334
2004-05-12,7.297471791666666,48,16,250.20672916666666,0.3333333333333333
2004-05-13,7.3594705625,48,26,164.71758333333332,0.5416666666666666
2004-05-14,8.906115541666667,48,34,253.34758333333335,0.7083333333333334
2004-05-15,8.271996208333332,48,37,290.296625,0.7708333333333334
2004-05-16,7.3217281875,48,29,232.93345833333333,0.6041666666666666
2004-05-17,5.634811208333334,48,36,311.4412291666667,0.75
2004-05-18,3.6178289791666667,48,24,314.11664583333334,0.5
2004-05-19,4.5100320625,48,23,306.4947291666667,0.4791666666666667
2004-05-20,6.2457374375,48,29,312.09141666666665,0.6041666666666666
2004-05-21,8.562257375,48,2,109.0915,0.041666666666666664
2004-05-22,10.741762979166666,48,12,137.66733333333335,0.25
2004-05-23,8.448210770833333,48,30,283.1698958333333,0.625
2004-05-24,8.342163208333334,48,37,323.54922916666663,0.7708333333333334
2004-05-25,5.039578645833333,48,27,327.47760416666665,0.5625
2004-05-26,5.000240729166666,48,25,273.0193125,0.5208333333333334
2004-05-27,6.819230375,48,13,149.344125,0.2708333333333333
2004-05-28,8.169558208333333,48,32,269.53658333333334,0.6666666666666666
2004-05-29,6.460898229166666,48,43,330.2555,0.8958333333333334
2004-05-30,4.831078729166666,48,29,323.0004583333333,0.6041666666666666
2004-05-31,4.403891229166667,48,9,164.82491666666667,0.1875
2004-06-01,6.9049920625,48,1,77.858125,0.020833333333333332
2004-06-02,7.796909020833334,48,12,181.8243125,0.25
2004-06-03,8.213546666666666,48,0,86.01216666666666,0
2004-06-04,7.3589693125,48,10,197.07033333333334,0.20833333333333334
2004-06-05,9.6551633125,48,20,125.70520833333333,0.4166666666666667
2004-06-06,8.230801375,48,29,280.523375,0.6041666666666666
2004-06-07,4.950907604166667,48,21,325.93716666666666,0.4375
2004-06-08,4.920155583333333,48,14,321.0709375,0.2916666666666667
2004-06-09,5.5794734791666665,48,26,317.1341458333333,0.5416666666666666
2004-06-10,6.911534020833333,48,27,311.72108333333335,0.5625
2004-06-11,7.126806875,48,5,171.48864583333332,0.10416666666666667
2004-06-12,8.2403665,48,18,178.75095833333333,0.375
